,Content,Polarity
492,aun sab termin indult ver si gobiern cuent pront pod ver cuand pued sal miguel,1
493,corr rumor d q ministr d econom iba ser luis garican catedrat london school desmient sab,1
494,gobiern indult mont alegr {link},0
495,si algui qued clar ademas rajoy sent amaiur libertaddigitalcom/nacional/-… via,1
496,gobiern indult pen pres comun antigu españ {link},1
497,poblacion español estanc {link},1
498,plac mj “ emocion dentr van firm libro”,0
499,gran homenaj gran lin morg acab ver revist {link},0
500,part leyend {link} via felcidad column recuerd tan buen,0
501,buen notici rt prim conciert pud sac cam cont {link},1
502,bes dos genial rt increibl cierr gir hij cont {link},0
503,graci amig abraz rt excelent conciert veracruz,0
504,graci besaz rt hic dia noch mesgraci excelent conciert ♥,0
505,hoy toc disfut amig,0
506,amaiur present recurs mes dic hech interpret arbitrari discrecional cient necesari,1
507,ff prenavideñ sol dirig solvenci sin ademas sirv cop insolit habil palabr,0
508,dej fotit bot nuev list mañan {link},0
509,prox veracruz graci,0
510,buen column elpa recom,0
511,rt zapater gan eur consejer expresident {link},0
512,call claudi coell esquin goy manifest fach patri justici revolu {link},1
513,- abrazot,0
514,cen navid pp marratx compañer siempr compart rat junt miguel ramis rbosch,0
515,despues visit famili especial sobrin daniel duerm viend reportaj grand flamenc enriqu morent,0
516,buen noch famili mañan disfrut sab ,0
517,vam igual q hiz crisis tequil zedill mand situacion simil rajoy ahor,1
518,dieron premi declam mal {link} queved graci {link},0
519,posit - “ akelarrepositivo”,0
520,rumani belgic graci visit malag {link},0
521,cen berlin interesantisim conoc posicion empresari import podr entendernosell ven crisis,0
522,curi insomn si algui conoc oper irregular urdangarin oblig denunci,1
523,ahor rumb mexic feliz teleton abraz graci colombi,0
524,recordad obvi si empres demand crecimient emple ningun preci,1
525,grup radical izquierd mand bal monti {link} esper izquierd caig tentacion violenci,1
526,histori posit dar buen dias“ marroqu devolv dec protagoniz anunci coca-col {link},0
527,veo respuest derech recort social q prep va ser call social gran argument,1
528,hoy cerr jorn cambi emple gran ecos gran discurs javi aren propuest esper,0
529,ayto madr volv traslad estacion d medicion camp segu maquill dat d boinanegr {link},1
530,arguiñan diet cerd salv vid penicilin investig experiment raton mejor amig hombr,0
531,tutit flipboard -,0
532,sevill ratific condicion d lider mañan neym har disfrut,0
533,verd sab tard romp much parej pierd mas paragu si lluev,1
534,trabaj injerent polit econom ningun tip total libert afirm cafeperiod,0
535,prim premi fotograf xii edicion premi cultur extremadur minerv mate {link},0
536,desmont estant q acab mont congres psc sid triunf total c chacon candidat,0
537,merit civicomedall contitucional postum javi prader {link},0
538,pasion navideñ dentr seman enseñar mio figur cm bes,0
539,xii edicion premi cultur extremadur galardon chojin,0
540,esper tan prontocrisis polit iraksegund fuerz polit abandon colaboracion dias retir trop us,1
541,tom not recomend haceism baj pag sincroniz i cloud prob algun recomend graci,0
542,golaz gran jug di mari cristian hac barç,0
543,enhorabuen madrid amigosp sevill mal suert pq jug bien aunq casill cr maquin,0
544,di mari graci magnif madr men barç,0
545,hered rajoy encuest metroscopi elpais pesim ciudadan opinion recortesamaiur urdangarin,1
546,golp d autor madru pizju,0
547,laboratori seri cantabri q elabor crem bab d caracol q usan post-quimi,0
548,mir aqu videocapitul malag {link} gust,0
549,much graci tod felicit fond alma graci obrig,0
550,doming vist amanec precios bes judith corazon sab demas feliz doming,0
551,convulsion marc tod vid {link} via,1
552,abces niñ sufr bronquiolitis {link},1
553,afect huelg pilot iberi podran reclam devolu billet segun fuci {link},0
554,anim participar/us anim participar-hi maratotv {link},0
555,marcelin iglesi congrespsc polit vid hac falt trabaj suert {link},0
556,comit regional psm pso trabaj futur mejor,0
557,barçacampiodelmon chic canter,0
558,muert vaclav havel referent moral izquierd europe resist mal moment abandon ideal buen,1
559,din nadal gent gran marratx person luch tod vid darl mejor hij,0
560,vaclav havel dej polit fuerz moral reivind socied civil abus {link},1
561,despues prueb mañan pequeñ rotur fibr grad esper volv cuant salud tod,1
562,recuerd vaclav havel ex president chec gran dramaturg {link},0
563,rajoy nuev comisari merc present mañan cart bce program gobiern ajuste+recortes+precariedad+banc mal,1
564,campañ habl lin roj gast social impuest haran contrari escud deficit amenaz mied,1
565,polit exterior acab gest dig merkozy apag luz afganistan si vi sah palestin,1
566,graci carm social andaluc estañ felic catalan quer tierr respet,0
567,mañan tribun homenaj havel hombr just espiritu franc + alla valient anticomun,0
568,vei +gentetv feliz ayud recib red social q permit encontr perroel pod twitt,0
569,campañagriñan promet dar millon prest pymes part ener {link},0
570,patronat turism recog juguet niñ ingres matern {link},0
571,recort part gobiern recort investig universitari {link},1
572,ja“ mientr leo echan tel anunci nintendodeb mir baj cam obsesion”,0
573,informat bien“ sr bien critic benefici si lueg hac mism {link},1
574,tentacion caer “ resist leer epn cre caig fijo”,1
575,graciaaaa verd cumpleañ mas buen anoch pedaz fiest regal gaditan cont {link},0
576,“bi vist tem lasext vislumbr asi {link} maestro”,0
577,“ ido dia familia”maravill gracias-,0
578,amig lleg tard comienz cirqu du soleil puert tom entrad entro dic esper pierd min wtf,1
579,choll hij “ hoy hij alumn lice frances empez elprimernaufragi lei inclus cen ”,0
580,rt socied muer apuñal propietari zapat banyol {link},1
581,ultim esfuerz * vam mexic,0
582,noch final voz mexic pierd abrazo,0
583,digital recog premi conced asaj ciud real {link} enhorabuen,0
584,buen noch followercetessegu tuit garb seman vien {link},0
585,toc sr don oscar ayudenl consegu sueñ *,0
586,rajoy desgran hoy congres 'catalog compromisos' crisis {link} via,0
587,quer sab cuant sab sorte navid aqu pod comprob va cost gan - {link},0
588,graci amig abraz maestr,0
589,miniemple mini-presupuest mini- sanid mini-educ public mini-impuest ric macro- benefici macro-especul,1
590,plac charl ave quic catalanpresident levanteejempl luch poc medi bipartid mad-barç,0
591,si rey sab deb hab denunci {link},1
592,muer kim jong-il leg pais pobr mund bomb atom ahor vien hij pobr core,1
593,urdangarin gan concurs visper este present dir heleni herrer gan part baj autobus,1
594,sig entend patxi lopez sal critic decision amaiur part vot abstien,1
595,mes congres rechaz recurs amaiur {link},1
596,cie sal bucl {link},1
597,envi ue señal confianz promes reform {link},0
598,gallardon elvir rodriguez bes pasill congres levant casi tant expectacion si ministr investidur,0
599,notici descombac dispon {link},0
600,baby,0
601,punt inici sesion investidur rajoy maxim expect jorn histor {link},0
602,sabin cuadr diput amaiur navarr falt promet constitu diput grit diner congres,1
603,tras numerit amaiur sabin cuadr llam sub rajoy tribun sig consig,1
604,prioridad gobiern deten paroestimul crecimient econom aceler creacion emple investidur,0
605,rajoy quier necesit dialog principal caracterist estil nuev gobiern,0
606,dic empres famili superavit verd justif recort mill € ajust,1
607,enorm fortalez deb ser conscient investidur,0
608,part deiscurs confianz español cre interes cuent sin complic investidur,0
609,present entrad eur precedent hac bien hac cad moment primer aplaus,0
610,premis reform administr public administr competent investidur,0
611,ahor decepcion poc concrecion med rajoy propon sal dificil situacion viv,1
612,rajoy anunci unic compromis aument gast actualiz pod adquisit pension part,0
613,rajoy deud,1
614,rajoy har drastic reduccion sector public tas cer resposicion supresion d organ public - gast corrient,1
615,rajoy dar exencion fiscal € contrat prim trabaj ayud creacion emple investidur,0
616,rajoy merc laboral teletrabaj racionaliz horari concili iguald hombre/muj plan emple juvenil,0
617,investidurarajoy plan emple juvenil reform formacion profesional,0
618,apoy contrat joven bonif segour social prim año vay investidur,0
619,rajoy anunci nuev sistem nombramient organ regul mejor independenciael congres mayor pod decision,0
620,habl educ españ ningun univers mejor mund cambi investidur,1
621,energ competit liberaliz solucion deficit tarifari tod energ,0
622,rajoy llev hor discurs veo ahorr ningun lad sol gast tod reform cuest diner dir final,1
623,rajoy compromet suprim pre-jubilacionesacerc acerc edad real jubilacion legal investidur,0
624,decepcion durb mal notici fras tramit,1
625,rajoy recuper terc curs bachillerat import inici,0
626,rajoy habl termin va dec diner va pag reform dond quit pon dond,1
627,cualqui element distorsion san convivent unid elimin gust music letr,0
628,nub ocult ciel incapac ver cos inclus imagin q pued desaparec desaparec,1
629,definit ajust rigor mortis emple econom excus recort social adorn retor dialog,1
630,pronost segu sab estructur gobiern rajoy + alla q m agricultur investidur,1
631,unic recort concret renov funcionari empres public ahi sal millon incent,1
632,vec nub pesadumbr ocult ciel parec q incapac imagin q pued desaparecerdesaparec rajoy,1
633,parec gust competent administr pues gan eficient habl men competent impropi,1
634,rajoy recib llam president avt agradec mencion inicial victim terror,0
635,rajoy dic alons pp rajoy sid concret millon recort dond sal,1
636,rajoy actualiz pension quit puent fren uso abus par {link} via,0
637,organiz agrari aplaud recuper m agricultur dar mayor atencion sector {link} via,0
638,repas discurs investidur rajoy aument par consecuent intens destruccion emple,1
639,analisisrajoy increment par españ debefundamental profund proces destruccion emple tom,1
640,rajoy conmemor 'la pepa' mejor marc estrech laz iberoamer {link} via,0
641,rubalc reconoc mayor pp habl particip electoral ampli reivind central parlament anunci,0
642,rubalc pregunt rajoy razon cuand va anunci mal notici,1
643,rubalc pid sub impuest select grand empres investidur,1
644,rubalc propuest rajoy pact europ demas reedicion debat electoral,0
645,matiz pact constitucional estabil,0
646,rubalc logr respond medi hor rajoy dij hor medi señor veloc investidur,0
647,rubalc rajoy cualqui retroces materi iguald cont oposicion investidurarajoy,0
648,rubalc dic rajoy sospech pued recort derech rajoy mir investidur,1
649,deb lleg ahor moment rajoy improvis va llen papel tribun acept pact ofrec rubalc,1
650,rajoy intent diner public sector financier aunqu dic ahor frob investidur,1
651,rajoy habl recaud mencion luch fraud,1
652,rajoy quier aplaus mand sent gest portavoz alfons alons acall grup {link},1
653,cuent gast fiscal propuest rajoy voluntar electoral hech numer tem,1
654,bachillerat tres años pon pat arrib dic rubalc propuest rajoy investidur,1
655,sabi dij cad dia mitin campañ,1
656,recort rajoy va empez conson salt cad dos dao sena,1
657,oncolog español denunci dificultad uso nuev terapi canc habl obstacul administr tremend,1
658,perdon respet sol pid llam matrimoni mat,0
659,continu ciu auster rigor solidar mediant ley omnibus sarcasm sol algun pellizc estatut,1
660,duran ciu da apoy rajoy revis segur par suprim aclar si acas investidur,0
661,duran ciu decl enorm preocup recentraliz cre ver med rajoy investidur,1
662,dur pid pact cumplimient fiscal cataluñ afirm sol asi podr ser locomotor econom españ,0
663,españ hac pobr duran literal,1
664,rajoy busc men abstencion ciu dic acuerd filosof recuerd pp apoy ciu cataluñ,0
665,empres organ entidad public dic rajoy absent añadehabl recort emple public cuantific,1
666,denunci reform constitucional golp merc pid denunci deud ilegitim,1
667,gran amig cumpl años se cuant demasi jajaj felic,0
668,empiez ros diez vasc español asum respons leal oposicion dic debat gan rajoy dir,0
669,holaa tweeps dia maravill hac twitcam promet ser pm hor mexic vem pront,0
670,recomiend ros diez foniatr cant ton voz van sal polip monaguill si cuid,1
671,aqu dej ultim fot celebr ayer despues gan mundialit ahor pens juev,0
672,rajoy ros diez apur ultim minut debat enzarz cuent ley electoral,1
673,dich rajoy investidur manten bienest españ cre puest trabaj unic mod,0
674,balanc ª jorn debat parlament va oir dig va import demasi,1
675,ido maestr hector nuñez gran perd abraz famili futbol uruguay dep,1
676,val casi casi veo cad minut mas liv on {link},0
677,aqu list aqu vam liv on {link},0
678,deb durm levant siet ovej,1
679,igual dorm sueñ twite impos wifi va vien estoesrealsiempr,1
680,obvied depend cristal q mir cos oposicion gobiern rajoy propon cos ahor q opus ayer,1
681,necesit sangr grup - ab- hospital madrileñ {link},1
682,ros pon dud transparent rajoy ausenci concrecion {link},1
683,refranero- rt viend josu erkorek,0
684,sincer man tend rajoy trabaj trabaj señ - dos palabr {link} via,0
685,rajoy eta esper pod arregl definit asunt asegur q atendr legal investidur,0
686,agot tras leer pelote rajoy kiosc roosevelt dic palabr rajoy resalt mandamient,1
687,todav riend app icuenc leed explic app genial hac falt q descarg,0
688,rajoy lee tip cos mientr habl amaiur vez levant cabez mir antigüed gest clar,1
689,ramon jauregui acerc escañ amaiur salud portavoz investidurarajoy,0
690,upn reivind orgull ser español complej son aznar,0
691,rajoy dic pas esper español eta anunci disolu irrevers,1
692,rajoy antigüed usted deb absolut aplaus cerr escañ pp bien dic diput,0
693,ton dur concesion replic rajoy amaiur anunci com encar relacion logic peor,1
694,busc niñ años desaparec pol len asturi - {link},1
695,ciu vot rajoy aunqu coincident econom pact fiscal competent bloqu posibil,1
